CO2,Damper,Occupant
3.038497666,0,None
2.326254435,0,None
6.717251765,0,None
5.323970377,0,None
3.038497666,0,None
2.326254435,0,None
6.717251765,0,None
5.323970377,0,None
3.046578777,0,None
2.326254435,0,None
6.717251765,0,None
5.323970377,0,None
2.979236187,0,None
2.326254435,0,None
6.717251765,0,None
5.323970377,0,None
2.979236187,0,None
2.326254435,0,None
6.717251765,0,None
5.323970377,0,None
2.979236187,0,None
2.28102171,0,None
6.701207374,0,None
5.323970377,0,None
2.979236187,0,None
2.28102171,0,None
6.701207374,0,None
5.323970377,0,None
2.979236187,0,None
2.28102171,0,None
6.701207374,0,None
5.323970377,0,None
2.94421804,0,None
2.28102171,0,None
6.701207374,0,None
5.323970377,0,None
2.94421804,0,None
2.28102171,0,None
6.701207374,0,None
5.387960406,0,None
2.94421804,0,None
2.326254435,0,None
6.717251765,0,None
5.387960406,0,None
2.94421804,0,None
2.326254435,0,None
6.717251765,0,None
5.387960406,0,None
2.94421804,0,None
2.326254435,0,None
6.717251765,0,None
5.387960406,0,None
2.928055818,0,None
2.326254435,0,None
6.717251765,0,None
5.387960406,0,None
2.928055818,0,None
2.326254435,0,None
6.717251765,0,None
5.336768383,0,None
2.928055818,0,None
2.326254435,0,None
6.850955025,0,None
5.336768383,0,None
2.928055818,0,None
2.326254435,0,None
6.850955025,0,None
5.336768383,0,None
2.928055818,0,None
2.326254435,0,None
6.850955025,0,None
5.336768383,0,None
3.070822109,0,None
2.326254435,0,None
6.850955025,0,None
5.336768383,0,None
3.070822109,0,None
2.326254435,0,None
6.850955025,0,None
5.323970377,0,None
3.070822109,0,None
2.313330799,0,None
6.631681679,0,None
5.323970377,0,None
3.070822109,0,None
2.313330799,0,None
6.631681679,0,None
5.323970377,0,None
3.070822109,0,None
2.313330799,0,None
6.631681679,0,None
5.323970377,0,None
2.971155076,0,None
2.313330799,0,None
6.631681679,0,None
5.323970377,0,None
2.971155076,0,None
2.313330799,0,None
6.631681679,0,None
5.349566388,0,None
2.971155076,0,None
2.274559892,0,None
6.64772607,0,None
5.349566388,0,None
2.971155076,0,None
2.274559892,0,None
6.64772607,0,None
5.349566388,0,None
2.971155076,0,None
2.274559892,0,None
6.64772607,0,None
5.349566388,0,None
2.936136929,0,None
2.274559892,0,None
6.64772607,0,None
5.349566388,0,None
2.936136929,0,None
2.274559892,0,None
6.64772607,0,None
5.400758411,0,None
2.936136929,0,None
2.261636256,0,None
6.64772607,0,None
5.400758411,0,None
2.936136929,0,None
2.261636256,0,None
6.64772607,0,None
5.400758411,0,None
2.936136929,0,None
2.261636256,0,None
6.64772607,0,None
5.400758411,0,None
2.936136929,0,None
2.261636256,0,None
6.64772607,0,None
5.400758411,0,None
2.936136929,0,None
2.261636256,0,None
6.64772607,0,None
5.400758411,0,None
2.936136929,0,None
2.261636256,0,None
6.530067201,0,None
5.400758411,0,None
2.936136929,0,None
2.261636256,0,None
6.530067201,0,None
5.400758411,0,None
2.936136929,0,None
2.261636256,0,None
6.530067201,0,None
5.400758411,0,None
3.019641741,0,None
2.261636256,0,None
6.530067201,0,None
5.400758411,0,None
3.019641741,0,None
2.261636256,0,None
6.530067201,0,None
5.426354423,0,None
3.019641741,0,None
2.293945345,0,None
6.701207374,0,None
5.426354423,0,None
3.019641741,0,None
2.293945345,0,None
6.701207374,0,None
5.426354423,0,None
3.019641741,0,None
2.293945345,0,None
6.701207374,0,None
5.426354423,0,None
2.94421804,0,None
2.293945345,0,None
6.701207374,0,None
5.426354423,0,None
2.94421804,0,None
2.293945345,0,None
6.701207374,0,None
5.349566388,0,None
2.94421804,0,None
2.274559892,0,None
6.583548505,0,None
5.349566388,0,None
2.94421804,0,None
2.274559892,0,None
6.583548505,0,None
5.349566388,0,None
2.94421804,0,None
2.274559892,0,None
6.583548505,0,None
5.349566388,0,None
2.87687545,0,None
2.274559892,0,None
6.583548505,0,None
5.349566388,0,None
2.87687545,0,None
2.274559892,0,None
6.583548505,0,None
5.362364394,0,None
2.87687545,0,None
2.235788985,0,None
6.765384938,0,None
5.362364394,0,None
2.87687545,0,None
2.235788985,0,None
6.765384938,0,None
5.362364394,0,None
2.87687545,0,None
2.235788985,0,None
6.765384938,0,None
5.362364394,0,None
2.971155076,0,None
2.235788985,0,None
6.765384938,0,None
5.362364394,0,None
2.971155076,0,None
2.235788985,0,None
6.765384938,0,None
5.349566388,0,None
2.971155076,0,None
2.235788985,0,None
6.701207374,0,None
5.349566388,0,None
2.971155076,0,None
2.235788985,0,None
6.701207374,0,None
5.349566388,0,None
2.971155076,0,None
2.235788985,0,None
6.701207374,0,None
5.349566388,0,None
2.971155076,0,None
2.235788985,0,None
6.701207374,0,None
5.349566388,0,None
2.971155076,0,None
2.235788985,0,None
6.701207374,0,None
5.323970377,0,None
2.971155076,0,None
2.235788985,0,None
6.685162983,0,None
5.323970377,0,None
2.971155076,0,None
2.235788985,0,None
6.685162983,0,None
5.323970377,0,None
2.971155076,0,None
2.235788985,0,None
6.685162983,0,None
5.323970377,0,None
2.903812486,0,None
2.235788985,0,None
6.685162983,0,None
5.323970377,0,None
2.903812486,0,None
2.235788985,0,None
6.685162983,0,None
5.28557636,0,None
2.903812486,0,None
2.28102171,0,None
6.685162983,0,None
5.28557636,0,None
2.903812486,0,None
2.28102171,0,None
6.685162983,0,None
5.28557636,0,None
2.903812486,0,None
2.28102171,0,None
6.685162983,0,None
5.28557636,0,None
2.928055818,0,None
2.28102171,0,None
6.685162983,0,None
5.28557636,0,None
2.928055818,0,None
2.28102171,0,None
6.685162983,0,None
5.426354423,0,None
2.928055818,0,None
2.293945345,0,None
6.64772607,0,None
5.426354423,0,None
2.928055818,0,None
2.293945345,0,None
6.64772607,0,None
5.426354423,0,None
2.928055818,0,None
2.293945345,0,None
6.64772607,0,None
5.426354423,0,None
2.860713228,0,None
2.293945345,0,None
6.64772607,0,None
5.426354423,0,None
2.860713228,0,None
2.293945345,0,None
6.64772607,0,None
5.336768383,0,None
2.860713228,0,None
2.293945345,0,None
6.615637288,0,None
5.336768383,0,None
2.860713228,0,None
2.293945345,0,None
6.615637288,0,None
5.336768383,0,None
2.860713228,0,None
2.293945345,0,None
6.615637288,0,None
5.336768383,0,None
2.884956561,0,None
2.293945345,0,None
6.615637288,0,None
5.336768383,0,None
2.884956561,0,None
2.293945345,0,None
6.615637288,0,None
5.387960406,0,None
2.884956561,0,None
2.261636256,0,None
6.685162983,0,None
5.387960406,0,None
2.884956561,0,None
2.261636256,0,None
6.685162983,0,None
5.387960406,0,None
2.884956561,0,None
2.261636256,0,None
6.685162983,0,None
5.387960406,0,None
2.895731375,0,None
2.261636256,0,None
6.685162983,0,None
5.387960406,0,None
2.895731375,0,None
2.261636256,0,None
6.685162983,0,None
5.387960406,0,None
2.895731375,0,None
2.274559892,0,None
6.599592896,0,None
5.387960406,0,None
2.895731375,0,None
2.274559892,0,None
6.599592896,0,None
5.387960406,0,None
2.895731375,0,None
2.274559892,0,None
6.599592896,0,None
5.387960406,0,None
2.860713228,0,None
2.274559892,0,None
6.599592896,0,None
5.387960406,0,None
2.860713228,0,None
2.274559892,0,None
6.599592896,0,None
5.426354423,0,None
2.860713228,0,None
2.24871262,0,None
6.631681679,0,None
5.426354423,0,None
2.860713228,0,None
2.24871262,0,None
6.631681679,0,None
5.426354423,0,None
2.860713228,0,None
2.24871262,0,None
6.631681679,0,None
5.426354423,0,None
2.884956561,0,None
2.24871262,0,None
6.631681679,0,None
5.426354423,0,None
2.884956561,0,None
2.24871262,0,None
6.631681679,0,None
5.426354423,0,None
2.884956561,0,None
2.190556259,0,None
6.631681679,0,None
5.426354423,0,None
2.884956561,0,None
2.190556259,0,None
6.631681679,0,None
5.426354423,0,None
2.884956561,0,None
2.190556259,0,None
6.631681679,0,None
5.426354423,0,None
2.836469896,0,None
2.190556259,0,None
6.631681679,0,None
5.426354423,0,None
2.836469896,0,None
2.190556259,0,None
6.631681679,0,None
5.323970377,0,None
2.836469896,0,None
2.235788985,0,None
6.615637288,0,None
5.323970377,0,None
2.836469896,0,None
2.235788985,0,None
6.615637288,0,None
5.323970377,0,None
2.836469896,0,None
2.235788985,0,None
6.615637288,0,None
5.323970377,0,None
2.884956561,0,None
2.235788985,0,None
6.615637288,0,None
5.323970377,0,None
2.884956561,0,None
2.235788985,0,None
6.615637288,0,None
5.323970377,0,None
2.884956561,0,None
2.255174438,0,None
6.685162983,0,None
5.298374366,0,None
2.884956561,0,None
2.255174438,0,None
6.685162983,0,None
5.298374366,0,None
2.884956561,0,None
2.255174438,0,None
6.685162983,0,None
5.298374366,0,None
2.860713228,0,None
2.255174438,0,None
6.685162983,0,None
5.298374366,0,None
2.860713228,0,None
2.255174438,0,None
6.685162983,0,None
5.298374366,0,None
2.860713228,0,None
2.255174438,0,None
6.530067201,0,None
5.323970377,0,None
2.860713228,0,None
2.255174438,0,None
6.530067201,0,None
5.323970377,0,None
2.860713228,0,None
2.255174438,0,None
6.530067201,0,None
5.323970377,0,None
2.884956561,0,None
2.255174438,0,None
6.530067201,0,None
5.323970377,0,None
2.884956561,0,None
2.24871262,0,None
6.530067201,0,None
5.323970377,0,None
2.884956561,0,None
2.24871262,0,None
6.701207374,0,None
5.272778354,0,None
2.884956561,0,None
2.24871262,0,None
6.701207374,0,None
5.272778354,0,None
2.884956561,0,None
2.24871262,0,None
6.701207374,0,None
5.272778354,0,None
2.844551006,0,None
2.24871262,0,None
6.701207374,0,None
5.272778354,0,None
2.844551006,0,None
2.24871262,0,None
6.701207374,0,None
5.272778354,0,None
2.844551006,0,None
2.197018077,0,None
6.717251765,0,None
5.28557636,0,None
2.844551006,0,None
2.197018077,0,None
6.717251765,0,None
5.28557636,0,None
2.844551006,0,None
2.197018077,0,None
6.717251765,0,None
5.28557636,0,None
2.793370638,0,None
2.197018077,0,None
6.717251765,0,None
5.28557636,0,None
2.793370638,0,None
2.197018077,0,None
6.717251765,0,None
5.28557636,0,None
2.793370638,0,None
2.119476263,0,None
6.631681679,0,None
5.221586331,0,None
2.793370638,0,None
2.119476263,0,None
6.631681679,0,None
5.221586331,0,None
2.793370638,0,None
2.119476263,0,None
6.631681679,0,None
5.221586331,0,None
2.80953286,0,None
2.119476263,0,None
6.631681679,0,None
5.221586331,0,None
2.80953286,0,None
2.119476263,0,None
6.631681679,0,None
5.221586331,0,None
2.80953286,0,None
2.171170806,0,None
6.701207374,0,None
5.28557636,0,None
2.80953286,0,None
2.171170806,0,None
6.701207374,0,None
5.28557636,0,None
2.80953286,0,None
2.171170806,0,None
6.701207374,0,None
5.28557636,0,None
2.80953286,0,None
2.171170806,0,None
6.701207374,0,None
5.28557636,0,None
2.81761397,0,None
2.171170806,0,None
6.701207374,0,None
5.28557636,0,None
2.81761397,0,None
2.209941713,0,None
6.663770461,0,None
5.28557636,0,None
2.81761397,0,None
2.209941713,0,None
6.663770461,0,None
5.28557636,0,None
2.81761397,0,None
2.209941713,0,None
6.663770461,0,None
5.28557636,0,None
2.836469896,0,None
2.209941713,0,None
6.663770461,0,None
5.28557636,0,None
2.836469896,0,None
2.209941713,0,None
6.663770461,0,None
5.28557636,0,None
2.836469896,0,None
2.209941713,0,None
6.685162983,0,None
5.221586331,0,None
2.836469896,0,None
2.209941713,0,None
6.685162983,0,None
5.221586331,0,None
2.836469896,0,None
2.209941713,0,None
6.685162983,0,None
5.221586331,0,None
2.793370638,0,None
2.209941713,0,None
6.685162983,0,None
5.221586331,0,None
2.793370638,0,None
2.209941713,0,None
6.685162983,0,None
5.221586331,0,None
2.793370638,0,None
2.222865349,0,None
6.64772607,0,None
5.132000291,0,None
2.793370638,0,None
2.222865349,0,None
6.64772607,0,None
5.132000291,0,None
2.793370638,0,None
2.222865349,0,None
6.64772607,0,None
5.132000291,0,None
2.793370638,0,None
2.222865349,0,None
6.64772607,0,None
5.132000291,0,None
2.793370638,0,None
2.222865349,0,None
6.64772607,0,None
5.132000291,0,None
2.793370638,0,None
2.222865349,0,None
6.663770461,0,None
5.183192314,0,None
2.793370638,0,None
2.222865349,0,None
6.663770461,0,None
5.183192314,0,None
2.801451749,0,None
2.222865349,0,None
6.663770461,0,None
5.183192314,0,None
2.769127306,0,None
2.222865349,0,None
6.663770461,0,None
5.183192314,0,None
2.769127306,0,None
2.222865349,0,None
6.663770461,0,None
5.183192314,0,None
2.769127306,0,None
2.197018077,0,None
6.530067201,0,None
5.272778354,0,None
2.769127306,0,None
2.197018077,0,None
6.530067201,0,None
5.272778354,0,None
2.769127306,0,None
2.197018077,0,None
6.530067201,0,None
5.272778354,0,None
2.769127306,0,None
2.197018077,0,None
6.530067201,0,None
5.272778354,0,None
2.769127306,0,None
2.197018077,0,None
6.530067201,0,None
5.272778354,0,None
2.769127306,0,None
2.209941713,0,None
6.64772607,0,None
5.183192314,0,None
2.769127306,0,None
2.209941713,0,None
6.64772607,0,None
5.183192314,0,None
2.769127306,0,None
2.209941713,0,None
6.64772607,0,None
5.183192314,0,None
2.801451749,0,None
2.209941713,0,None
6.64772607,0,None
5.183192314,0,None
2.801451749,0,None
2.209941713,0,None
6.64772607,0,None
5.183192314,0,None
2.801451749,0,None
2.190556259,0,None
6.530067201,0,None
5.247182343,0,None
2.801451749,0,None
2.190556259,0,None
6.530067201,0,None
5.247182343,0,None
2.801451749,0,None
2.190556259,0,None
6.530067201,0,None
5.247182343,0,None
2.701784715,0,None
2.190556259,0,None
6.530067201,0,None
5.247182343,0,None
2.701784715,0,None
2.190556259,0,None
6.530067201,0,None
5.247182343,0,None
2.701784715,0,None
2.171170806,0,None
6.497978419,0,None
5.19599032,0,None
2.701784715,0,None
2.171170806,0,None
6.497978419,0,None
5.19599032,0,None
2.701784715,0,None
2.171170806,0,None
6.497978419,0,None
5.19599032,0,None
2.701784715,0,None
2.171170806,0,None
6.497978419,0,None
5.19599032,0,None
2.701784715,0,None
2.171170806,0,None
6.481934028,0,None
5.19599032,0,None
2.701784715,0,None
2.177632624,0,None
6.481934028,0,None
5.183192314,0,None
2.701784715,0,None
2.177632624,0,None
6.481934028,0,None
5.183192314,0,None
2.701784715,0,None
2.177632624,0,None
6.481934028,0,None
5.183192314,0,None
2.793370638,0,None
2.177632624,0,None
6.481934028,0,None
5.183192314,0,None
2.793370638,0,None
2.177632624,0,None
6.396363942,0,None
5.183192314,0,None
2.793370638,0,None
2.209941713,0,None
6.396363942,0,None
5.19599032,0,None
2.793370638,0,None
2.209941713,0,None
6.396363942,0,None
5.19599032,0,None
2.793370638,0,None
2.209941713,0,None
6.396363942,0,None
5.19599032,0,None
2.793370638,0,None
2.209941713,0,None
6.396363942,0,None
5.19599032,0,None
2.793370638,0,None
2.209941713,0,None
6.717251765,0,None
5.19599032,0,None
2.793370638,0,None
2.171170806,0,None
6.717251765,0,None
5.01681824,0,None
2.793370638,0,None
2.171170806,0,None
6.717251765,0,None
5.01681824,0,None
2.793370638,0,None
2.171170806,0,None
6.717251765,0,None
5.01681824,0,None
2.751618232,0,None
2.171170806,0,None
6.717251765,0,None
5.01681824,0,None
2.751618232,0,None
2.171170806,0,None
6.685162983,0,None
5.01681824,0,None
2.751618232,0,None
2.222865349,0,None
6.685162983,0,None
5.170394308,0,None
2.751618232,0,None
2.222865349,0,None
6.685162983,0,None
5.170394308,0,None
2.751618232,0,None
2.222865349,0,None
6.685162983,0,None
5.170394308,0,None
2.73545601,0,None
2.222865349,0,None
6.685162983,0,None
5.170394308,0,None
2.73545601,0,None
2.222865349,0,None
6.701207374,0,None
5.170394308,0,None
2.73545601,0,None
2.222865349,0,None
6.701207374,0,None
5.144798297,0,None
2.73545601,0,None
2.222865349,0,None
6.701207374,0,None
5.144798297,0,None
2.73545601,0,None
2.222865349,0,None
6.701207374,0,None
5.144798297,0,None
2.777208416,0,None
2.222865349,0,None
6.701207374,0,None
5.144798297,0,None
2.777208416,0,None
2.222865349,0,None
6.615637288,0,None
5.144798297,0,None
2.777208416,0,None
2.171170806,0,None
6.615637288,0,None
5.119202286,0,None
2.777208416,0,None
2.171170806,0,None
6.615637288,0,None
5.119202286,0,None
2.777208416,0,None
2.171170806,0,None
6.615637288,0,None
5.119202286,0,None
2.751618232,0,None
2.171170806,0,None
6.615637288,0,None
5.119202286,0,None
2.751618232,0,None
2.171170806,0,None
6.685162983,0,None
5.119202286,0,None
